displayTitle,embeddingText,url,imageUrl,productType,discount,price,variants,createDate
"Sunbee 3 Piece Luggage Sets Hardshell Lightweight Suitcase","Sunbee 3 Piece Luggage Sets Hardshell Lightweight Suitcase Home Home Color (Blue, White, Black) In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/sunbee-3-piece-luggage-sets-hardshell-lightweight-suitcase,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at11.13.07AM.png?v=1687623532,Home,1,"109.0 USD","Color (Blue, White, Black)","2024-04-30 16:18:55.702467"
"Beats Studio3 Wireless Noise Cancelling Headphones with Apple W1 Headphone Chip","Beats Studio3 Wireless Noise Cancelling Headphones with Apple W1 Headphone Chip Technology technology Color (Black, Gold, White) In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/beats-studio3-wireless-noise-cancelling-headphones-with-apple-w1-headphone-chip,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at9.56.40AM.png?v=1687532290,Technology,1,"169.0 USD","Color (Black, Gold, White)","2024-04-30 16:18:52.529184"
"Dining Chairs Set of 2, Mid-High Back Ergonomic Accent Chairs","Dining Chairs Set of 2, Mid-High Back Ergonomic Accent Chairs Home Home Color (Yellow, Black) In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/dining-chairs-set-of-2-mid-high-back-ergonomic-accent-chairs,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at2.09.53PM.png?v=1687633857,Home,1,"20.0 USD","Color (Yellow, Black)","2024-04-30 16:18:57.973102"
"Carote Nonstick Cookware Sets with Detachable Handle","Carote Nonstick Cookware Sets with Detachable Handle Home Home ",https://wizybot-demo-store.myshopify.com/products/carote-nonstick-cookware-sets-with-detachable-handle,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at1.25.40PM.png?v=1687631644,Home,0,"0.0 USD",,"2024-04-30 16:18:57.883697"
"Galanz 4.6. Cu ft Two Door Mini Refrigerator with Freezer, Stainless Steel","Galanz 4.6. Cu ft Two Door Mini Refrigerator with Freezer, Stainless Steel Home Home ",https://wizybot-demo-store.myshopify.com/products/galanz-4-6-cu-ft-two-door-mini-refrigerator-with-freezer-stainless-steel,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at4.05.29PM.png?v=1687554381,Home,0,"700.0 USD",,"2024-04-30 16:18:55.689022"
"Women's Low Chunky Lug Fashion Sneakers","Women's Low Chunky Lug Fashion Sneakers Clothing fashion Size (34, 35, 36, 37) In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/womens-low-chunky-lug-fashion-sneakers,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at1.01.28PM.png?v=1687543356,Clothing,1,"12.0 USD","Size (34, 35, 36, 37)","2024-04-30 16:18:55.585546"
"Summer Tank Tops for Women V-neck Sleeveless Shirts Pleated Front Tops","Summer Tank Tops for Women V-neck Sleeveless Shirts Pleated Front Tops Clothing fashion Size (S, M, L), Color (Red, Black),  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/summer-tank-tops-for-women-v-neck-sleeveless-shirts-pleated-front-tops,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at1.54.09PM.png?v=1687632930,Clothing,1,"11.0 USD","Size (S, M, L), Color (Red, Black), ","2024-04-30 16:18:57.925326"
"Smurfette Sassy Classy Smurf Rainbow Women's Graphic T Shirt Tees Brisco","Smurfette Sassy Classy Smurf Rainbow Women's Graphic T Shirt Tees Brisco Clothing fashion Size (Small, Medium, Large, Extra Large, Extra small)",https://wizybot-demo-store.myshopify.com/products/smurfette-sassy-classy-smurf-rainbow-womens-graphic-t-shirt-tees-brisco,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at11.57.03AM.png?v=1687539519,Clothing,0,"15.0 USD","Size (Small, Medium, Large, Extra Large, Extra small)","2024-04-30 16:18:55.572609"
"Positano Mid Modern Sofa, Smoke Grey","Positano Mid Modern Sofa, Smoke Grey Home home Color (Smoke grey, Oatmeal) In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/positano-mid-modern-sofa-smoke-grey,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at1.26.54PM.png?v=1687544999,Home,1,"600.0 USD","Color (Smoke grey, Oatmeal)","2024-04-30 16:18:55.659263"
"Maybelline Unstoppable Waterproof Eyeliner","Maybelline Unstoppable Waterproof Eyeliner Clothing fashion  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/maybelline-unstoppable-waterproof-eyeliner,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at12.31.41PM.png?v=1687628123,Clothing,1,"11.0 USD",,"2024-04-30 16:18:57.827492"
"Wireless Earbuds Bluetooth5.2 Headphones","Wireless Earbuds Bluetooth5.2 Headphones Technology technology  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/wireless-earbuds-bluetooth5-2-headphones,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at11.33.26AM.png?v=1687624588,Technology,1,"50.0 USD",,"2024-04-30 16:18:55.749641"
"iPhone SE","iPhone SE Technology technology Color (Black, Blue), Capacity (64gb, 256gb),  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/iphone-se,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-21at4.57.34PM.png?v=1687384788,Technology,1,"180.0 USD","Color (Black, Blue), Capacity (64gb, 256gb), ","2024-04-30 16:18:52.443035"
"Gain + Aroma Boost Liquid Laundry Detergent","Gain + Aroma Boost Liquid Laundry Detergent Home Home  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/gain-aroma-boost-liquid-laundry-detergent,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at12.04.29PM.png?v=1687626462,Home,1,"7.0 USD",,"2024-04-30 16:18:57.776352"
"Piece Luggage Sets ABS Hardshell","Piece Luggage Sets ABS Hardshell Home Home Color (Orage, Black) In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/piece-luggage-sets-abs-hardshell,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at11.24.23AM.png?v=1687623948,Home,1,"150.0 USD","Color (Orage, Black)","2024-04-30 16:18:55.724045"
"Maybelline Eyeshadow Palette, The Nudes, 12 Shade Palette","Maybelline Eyeshadow Palette, The Nudes, 12 Shade Palette Clothing fashion  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/maybelline-eyeshadow-palette-the-nudes-12-shade-palette,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at12.37.00PM.png?v=1687628701,Clothing,1,"15.0 USD",,"2024-04-30 16:18:57.833766"
"Summer Tank Tops for Women V-neck Sleeveless Shirts Pleated Front Tops","Summer Tank Tops for Women V-neck Sleeveless Shirts Pleated Front Tops Clothing fashion Size (S, M, L), Color (Blue, White),  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/summer-tank-tops-for-women-v-neck-sleeveless-shirts-pleated-front-tops-1,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at2.02.37PM.png?v=1687633428,Clothing,1,"5.0 USD","Size (S, M, L), Color (Blue, White), ","2024-04-30 16:18:57.946109"
"Apple Watch Series 8 GPS","Apple Watch Series 8 GPS Technology technology, reloj Size (44mm, 40mm, 36mm), Color (White, Spacial Gray, Rose Gold, Red), ",https://wizybot-demo-store.myshopify.com/products/apple-watch-series-8-gps,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at10.06.05AM.png?v=1687532827,Technology,0,"350.0 - 365.0 USD","Size (44mm, 40mm, 36mm), Color (White, Spacial Gray, Rose Gold, Red), ","2024-04-30 16:18:52.565675"
"Wonder Nation Girls Cushioned Ankle Socks","Wonder Nation Girls Cushioned Ankle Socks Clothing fashion  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/wonder-nation-girls-cushioned-ankle-socks,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at11.47.22AM.png?v=1687625353,Clothing,1,"7.0 USD",,"2024-04-30 16:18:57.750041"
"Women's Summer Casual T-shirt","Women's Summer Casual T-shirt Clothing fashion Color (Light Blue, Floral green, Red, Rose, White), Size (S, M, L, XL),  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/womens-summer-casual-t-shirt,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at10.10.42AM.png?v=1687533125,Clothing,1,"14.0 USD","Color (Light Blue, Floral green, Red, Rose, White), Size (S, M, L, XL), ","2024-04-30 16:18:52.580850"
"Sony PlayStation 5 Video Game Console","Sony PlayStation 5 Video Game Console Technology technology Color (Black, White) In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/sony-playstation-5-video-game-console,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at9.34.53AM.png?v=1687531001,Technology,1,"499.0 USD","Color (Black, White)","2024-04-30 16:18:52.474862"
"KODAK PIXPRO AZ255-BK 25x Optical Zoom Digital Camera","KODAK PIXPRO AZ255-BK 25x Optical Zoom Digital Camera Technology technology  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/kodak-pixpro-az255-bk-25x-optical-zoom-digital-camera,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at10.01.02AM.png?v=1687532522,Technology,1,"169.0 USD",,"2024-04-30 16:18:52.541326"
"Costway Refrigerator Small Freezer Cooler Fridge Compact 3.2 cu ft. Unit","Costway Refrigerator Small Freezer Cooler Fridge Compact 3.2 cu ft. Unit Home Home Color (Black, gray, White) In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/costway-refrigerator-small-freezer-cooler-fridge-compact-3-2-cu-ft-unit,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at4.03.40PM.png?v=1687554306,Home,1,"199.0 USD","Color (Black, gray, White)","2024-04-30 16:18:55.682574"
"Mainstays Faux Fur Saucer™ Chair","Mainstays Faux Fur Saucer™ Chair Home Home Color (red, black, white, grey, blue) In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/mainstays-faux-fur-saucer™-chair,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at3.59.09PM.png?v=1687554174,Home,1,"33.0 USD","Color (red, black, white, grey, blue)","2024-04-30 16:18:55.676250"
"Crocs Toddler & Kids Crocband Sandal","Crocs Toddler & Kids Crocband Sandal Clothing fashion Color (red, gray) In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/crocs-toddler-kids-crocband-sandal,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at11.36.57AM.png?v=1687624734,Clothing,1,"15.0 USD","Color (red, gray)","2024-04-30 16:18:55.758497"
"The Pioneer Woman Vintage Floral Dining Chairs, Set of 2","The Pioneer Woman Vintage Floral Dining Chairs, Set of 2 Home Home  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/the-pioneer-woman-vintage-floral-dining-chairs-set-of-2,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at2.04.31PM.png?v=1687633528,Home,1,"35.0 USD",,"2024-04-30 16:18:57.952467"
"SAMSUNG HW-Q600B 3.1.2ch Soundbar","SAMSUNG HW-Q600B 3.1.2ch Soundbar Technology technology Color (Black, Gray) In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/samsung-hw-q600b-3-1-2ch-soundbar,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at9.50.17AM.png?v=1687531878,Technology,1,"211.0 USD","Color (Black, Gray)","2024-04-30 16:18:52.517221"
"Womens Summer Casual Tank Tops Sleeveless V-Neck tees Pleated Tunic Blouses","Womens Summer Casual Tank Tops Sleeveless V-Neck tees Pleated Tunic Blouses Clothing fashion Color (black, Gray, Blue), Size (S, M, L),  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/womens-summer-casual-tank-tops-sleeveless-v-neck-tees-pleated-tunic-blouses,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at1.55.44PM.png?v=1687633021,Clothing,1,"12.0 USD","Color (black, Gray, Blue), Size (S, M, L), ","2024-04-30 16:18:57.932871"
"DR.J Professional Soundbar with Subwoofer","DR.J Professional Soundbar with Subwoofer Technology technology  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/dr-j-professional-soundbar-with-subwoofer,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at9.48.27AM.png?v=1687531763,Technology,1,"99.0 USD",,"2024-04-30 16:18:52.511409"
"Clorox Disinfecting Wipes","Clorox Disinfecting Wipes Home Home  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/clorox-disinfecting-wipes,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at12.08.58PM.png?v=1687626655,Home,1,"13.0 USD",,"2024-04-30 16:18:57.786089"
"George Men’s Pique Polo Shirts, 2-Pack","George Men’s Pique Polo Shirts, 2-Pack Clothing fashion Size (S, M, L), Color (Black & White, Black & Blue, White & Blue),  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/george-men-s-pique-polo-shirts-2-pack,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at1.09.59PM.png?v=1687543927,Clothing,1,"34.0 USD","Size (S, M, L), Color (Black & White, Black & Blue, White & Blue), ","2024-04-30 16:18:55.614490"
"Intex Swim Center Round Inflatable Above Ground Family Lounge Outdoor Pool with Seat and Backrest","Intex Swim Center Round Inflatable Above Ground Family Lounge Outdoor Pool with Seat and Backrest Home Home ",https://wizybot-demo-store.myshopify.com/products/intex-swim-center-round-inflatable-above-ground-family-lounge-outdoor-pool-with-seat-and-backrest,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at12.57.36PM.png?v=1687629506,Home,0,"50.0 USD",,"2024-04-30 16:18:57.846640"
"Sony PlayStation 5, Digital Edition Video Game Consoles","Sony PlayStation 5, Digital Edition Video Game Consoles Technology technology ",https://wizybot-demo-store.myshopify.com/products/sony-playstation-5-digital-edition-video-game-consoles,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at9.38.09AM.png?v=1687531155,Technology,0,"399.0 USD",,"2024-04-30 16:18:52.480832"
"Open Ear Air Conduction Headphones","Open Ear Air Conduction Headphones Technology technology  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/open-ear-air-conduction-headphones,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at11.31.07AM.png?v=1687624344,Technology,1,"45.0 USD",,"2024-04-30 16:18:55.742798"
"Women's Studded Heeled Moto Boots","Women's Studded Heeled Moto Boots Clothing fashion Size (35, 36, 37), Color (Black, White),  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/womens-studded-heeled-moto-boots,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at1.02.50PM.png?v=1687543437,Clothing,1,"26.0 USD","Size (35, 36, 37), Color (Black, White), ","2024-04-30 16:18:55.591704"
"Cueply Womens Plus Size Tops Short Sleeve V Neck","Cueply Womens Plus Size Tops Short Sleeve V Neck Clothing fashion Size (S, M, L), Color (Black, White, Green, Red wine), ",https://wizybot-demo-store.myshopify.com/products/cueply-womens-plus-size-tops-short-sleeve-v-neck,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at11.30.07AM.png?v=1687537904,Clothing,0,"19.0 USD","Size (S, M, L), Color (Black, White, Green, Red wine), ","2024-04-30 16:18:52.620019"
"Countertop Ice Maker Portable Ice Machine with Handle","Countertop Ice Maker Portable Ice Machine with Handle Home Home  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/countertop-ice-maker-portable-ice-machine-with-handle,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at1.03.11PM.png?v=1687629986,Home,1,"70.0 USD",,"2024-04-30 16:18:57.870303"
"Jordache Womens Boyfriend Short With Rolled Cuff Hem","Jordache Womens Boyfriend Short With Rolled Cuff Hem Clothing fashion Size (6, 8, 10, 12)",https://wizybot-demo-store.myshopify.com/products/jordache-womens-boyfriend-short-with-rolled-cuff-hem,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at11.43.24AM.png?v=1687539100,Clothing,0,"10.0 USD","Size (6, 8, 10, 12)","2024-04-30 16:18:52.638209"
"IRON Clothing Men's Yukon Stretch Twill Flat Front Short","IRON Clothing Men's Yukon Stretch Twill Flat Front Short Clothing fashion Size (S, M, L, XL), Color (Leopard, Mustard, Brown, Berry),  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/iron-clothing-mens-yukon-stretch-twill-flat-front-short,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at1.07.06PM.png?v=1687543753,Clothing,1,"12.0 USD","Size (S, M, L, XL), Color (Leopard, Mustard, Brown, Berry), ","2024-04-30 16:18:55.607289"
"Nintendo Switch Super Mario Kart 8 Deluxe Bundle","Nintendo Switch Super Mario Kart 8 Deluxe Bundle Technology technology  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/nintendo-switch-super-mario-kart-8-deluxe-bundle,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at9.39.56AM.png?v=1687531278,Technology,1,"379.0 USD",,"2024-04-30 16:18:52.486787"
"Apple Watch SE (1st Gen) GPS","Apple Watch SE (1st Gen) GPS Technology technology Color (Blue, White, Black, Rose gold), Size (44mm, 40mm, 38mm), ",https://wizybot-demo-store.myshopify.com/products/apple-watch-se-1st-gen-gps,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at10.03.40AM.png?v=1687532744,Technology,0,"180.0 USD","Color (Blue, White, Black, Rose gold), Size (44mm, 40mm, 38mm), ","2024-04-30 16:18:52.556290"
"Time and Tru Women's Short Sleeve Tiered Knit Dress","Time and Tru Women's Short Sleeve Tiered Knit Dress Clothing fashion Size (S, M, L, XL, XXL, XS), Color (Black, Rose, Red, Orange, White), ",https://wizybot-demo-store.myshopify.com/products/time-and-tru-womens-short-sleeve-tiered-knit-dress,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at10.16.20AM.png?v=1687533429,Clothing,0,"10.0 USD","Size (S, M, L, XL, XXL, XS), Color (Black, Rose, Red, Orange, White), ","2024-04-30 16:18:52.596169"
"Dining Chairs Set of 2,Modern Kitchen & Dining Room Chairs Set of 2（","Dining Chairs Set of 2,Modern Kitchen & Dining Room Chairs Set of 2（ Home Home  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/dining-chairs-set-of-2-modern-kitchen-dining-room-chairs-set-of-2,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-24at2.05.44PM.png?v=1687633602,Home,1,"149.0 USD",,"2024-04-30 16:18:57.966715"
"Philips 75" Class 4K Ultra HD (2160p)","Philips 75" Class 4K Ultra HD (2160p) Technology technology  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/philips-75-class-4k-ultra-hd-2160p,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at9.42.08AM.png?v=1687531433,Technology,1,"699.0 USD",,"2024-04-30 16:18:52.492915"
"CHUWI GemiBook XPro 14","CHUWI GemiBook XPro 14 Technology technology Color (black, white) In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/chuwi-gemibook-xpro-14,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-21at5.05.39PM.png?v=1687385223,Technology,1,"700.0 USD","Color (black, white)","2024-04-30 16:18:52.462762"
"Female Carmen Shoulder Bag Multi Snake Pink","Female Carmen Shoulder Bag Multi Snake Pink Clothing fashion  In Sale/Discount",https://wizybot-demo-store.myshopify.com/products/female-carmen-shoulder-bag-multi-snake-pink,https://cdn.shopify.com/s/files/1/0779/8125/3922/files/ScreenShot2023-06-23at1.17.33PM.png?v=1687544306,Clothing,1,"45.0 USD",,"2024-04-30 16:18:55.635718"
